Impact,Lithium scenario,Year,Country,Variation,Intensity var
Water scarcity,S&P-Baseline,2020,AR,-30.0,-5.8847090536594715
Water scarcity,S&P-Baseline,2020,AR,-19.999999999999996,-3.9231386889042126
Water scarcity,S&P-Baseline,2020,AR,-9.999999999999998,-1.96156832414894
Water scarcity,S&P-Baseline,2020,AR,0.0,2.040606319437095e-06
Water scarcity,S&P-Baseline,2020,AR,10.000000000000009,1.9615724053615917
Water scarcity,S&P-Baseline,2020,AR,20.000000000000007,3.923142770116877
Water scarcity,S&P-Baseline,2020,AR,30.000000000000004,5.884713134872111
Water scarcity,S&P-Baseline,2020,AR,40.0,7.846283499627384
Water scarcity,S&P-Baseline,2020,AR,50.0,9.807853864382668
Water scarcity,S&P-Baseline,2020,CL,-50.0,-27.816359448829335
Water scarcity,S&P-Baseline,2020,CL,-40.0,-22.25308715094221
Water scarcity,S&P-Baseline,2020,CL,-30.0,-16.68981485305508
Water scarcity,S&P-Baseline,2020,CL,-19.999999999999996,-11.126542555167939
Water scarcity,S&P-Baseline,2020,CL,-9.999999999999998,-5.563270257280823
Water scarcity,S&P-Baseline,2020,CL,0.0,2.040606319437095e-06
Water scarcity,S&P-Baseline,2020,CL,10.000000000000009,5.563274338493474
Water scarcity,S&P-Baseline,2020,CL,20.000000000000007,11.126546636380603
Water scarcity,S&P-Baseline,2020,CL,30.000000000000004,16.689818934267706
Water scarcity,S&P-Baseline,2020,CL,40.0,22.253091232154848
Water scarcity,S&P-Baseline,2020,CL,50.0,27.816363530041993
Water scarcity,S&P-Baseline,2020,CN,-50.0,-10.701707536581168
Water scarcity,S&P-Baseline,2020,CN,-40.0,-8.561365621143665
Water scarcity,S&P-Baseline,2020,CN,-30.0,-6.421023705706174
Water scarcity,S&P-Baseline,2020,CN,-19.999999999999996,-4.280681790268673
Water scarcity,S&P-Baseline,2020,CN,-9.999999999999998,-2.14033987483117
Water scarcity,S&P-Baseline,2020,CN,0.0,2.040606319437095e-06
Water scarcity,S&P-Baseline,2020,CN,10.000000000000009,2.140343956043822
Water scarcity,S&P-Baseline,2020,CN,20.000000000000007,4.280685871481337
Water scarcity,S&P-Baseline,2020,CN,30.000000000000004,6.421027786918813
Water scarcity,S&P-Baseline,2020,CN,40.0,8.561369702356329
Water scarcity,S&P-Baseline,2020,CN,50.0,10.701711617793832
Water scarcity,S&P-Baseline,2020,US,-50.0,-1.674076089297353
Water scarcity,S&P-Baseline,2020,US,-40.0,-1.339260463316608
Water scarcity,S&P-Baseline,2020,US,-30.0,-1.0044448373358763
Water scarcity,S&P-Baseline,2020,US,-19.999999999999996,-0.6696292113551315
Water scarcity,S&P-Baseline,2020,US,-9.999999999999998,-0.33481358537441247
Water scarcity,S&P-Baseline,2020,US,0.0,2.040606319437095e-06
Water scarcity,S&P-Baseline,2020,US,10.000000000000009,0.3348176665870642
Water scarcity,S&P-Baseline,2020,US,20.000000000000007,0.6696332925677833
Water scarcity,S&P-Baseline,2020,US,30.000000000000004,1.0044489185485153
Water scarcity,S&P-Baseline,2020,US,40.0,1.33926454452926
Water scarcity,S&P-Baseline,2020,US,50.0,1.674080170509979
Water scarcity,S&P-Baseline,2025,AR,-50.0,-9.920689764675199
Water scarcity,S&P-Baseline,2025,AR,-40.0,-7.936551595832367
Water scarcity,S&P-Baseline,2025,AR,-30.0,-5.95241342698955
Water scarcity,S&P-Baseline,2025,AR,-19.999999999999996,-3.9682752581467193
Water scarcity,S&P-Baseline,2025,AR,-9.999999999999998,-1.9841370893038885
Water scarcity,S&P-Baseline,2025,AR,0.0,1.0795389423269486e-06
Water scarcity,S&P-Baseline,2025,AR,10.000000000000009,1.984139248381787
Water scarcity,S&P-Baseline,2025,AR,20.000000000000007,3.96827741722459
Water scarcity,S&P-Baseline,2025,AR,30.000000000000004,5.952415586067421
Water scarcity,S&P-Baseline,2025,AR,40.0,7.936553754910252
Water scarcity,S&P-Baseline,2025,AR,50.0,9.920691923753097
Water scarcity,S&P-Baseline,2025,CL,-50.0,-27.735818413149836
Water scarcity,S&P-Baseline,2025,CL,-40.0,-22.188654514612075
Water scarcity,S&P-Baseline,2025,CL,-30.0,-16.641490616074314
Water scarcity,S&P-Baseline,2025,CL,-19.999999999999996,-11.094326717536553
Water scarcity,S&P-Baseline,2025,CL,-9.999999999999998,-5.547162818998805
Water scarcity,S&P-Baseline,2025,CL,0.0,1.0795389423269486e-06
Water scarcity,S&P-Baseline,2025,CL,10.000000000000009,5.547164978076704
Water scarcity,S&P-Baseline,2025,CL,20.000000000000007,11.094328876614464
Water scarcity,S&P-Baseline,2025,CL,30.000000000000004,16.641492775152198
Water scarcity,S&P-Baseline,2025,CL,40.0,22.188656673689945
Water scarcity,S&P-Baseline,2025,CL,50.0,27.735820572227706
Water scarcity,S&P-Baseline,2025,CN,-50.0,-12.029025550395026
Water scarcity,S&P-Baseline,2025,CN,-40.0,-9.623220224408238
Water scarcity,S&P-Baseline,2025,CN,-30.0,-7.21741489842145
Water scarcity,S&P-Baseline,2025,CN,-19.999999999999996,-4.811609572434661
Water scarcity,S&P-Baseline,2025,CN,-9.999999999999998,-2.405804246447846
Water scarcity,S&P-Baseline,2025,CN,0.0,1.0795389423269486e-06
Water scarcity,S&P-Baseline,2025,CN,10.000000000000009,2.4058064055257304
Water scarcity,S&P-Baseline,2025,CN,20.000000000000007,4.811611731512519
Water scarcity,S&P-Baseline,2025,CN,30.000000000000004,7.217417057499306
Water scarcity,S&P-Baseline,2025,CN,40.0,9.623222383486095
Water scarcity,S&P-Baseline,2025,CN,50.0,12.029027709472883
Water scarcity,S&P-Baseline,2025,US,-50.0,-0.31446249339367716
Water scarcity,S&P-Baseline,2025,US,-40.0,-0.25156977880716697
Water scarcity,S&P-Baseline,2025,US,-30.0,-0.18867706422062935
Water scarcity,S&P-Baseline,2025,US,-19.999999999999996,-0.12578434963410545
Water scarcity,S&P-Baseline,2025,US,-9.999999999999998,-0.0628916350475953
Water scarcity,S&P-Baseline,2025,US,0.0,1.0795389423269486e-06
Water scarcity,S&P-Baseline,2025,US,10.000000000000009,0.0628937941254525
Water scarcity,S&P-Baseline,2025,US,20.000000000000007,0.1257865087119764
Water scarcity,S&P-Baseline,2025,US,30.000000000000004,0.18867922329850031
Water scarcity,S&P-Baseline,2025,US,40.0,0.2515719378850242
Water scarcity,S&P-Baseline,2025,US,50.0,0.3144646524715481
Water scarcity,S&P-Baseline,2030,AR,-50.0,-14.253384834000027
Water scarcity,S&P-Baseline,2030,AR,-40.0,-11.402707864545626
Water scarcity,S&P-Baseline,2030,AR,-30.0,-8.552030895091235
Water scarcity,S&P-Baseline,2030,AR,-19.999999999999996,-5.701353925636832
Water scarcity,S&P-Baseline,2030,AR,-9.999999999999998,-2.850676956182443
Water scarcity,S&P-Baseline,2030,AR,0.0,1.3271959198998918e-08
Water scarcity,S&P-Baseline,2030,AR,10.000000000000009,2.8506769827263616
Water scarcity,S&P-Baseline,2030,AR,20.000000000000007,5.701353952180777
Water scarcity,S&P-Baseline,2030,AR,30.000000000000004,8.552030921635154
Water scarcity,S&P-Baseline,2030,AR,40.0,11.402707891089543
Water scarcity,S&P-Baseline,2030,AR,50.0,14.253384860543944
Water scarcity,S&P-Baseline,2030,CL,-50.0,-23.114565279439763
Water scarcity,S&P-Baseline,2030,CL,-40.0,-18.491652220897414
Water scarcity,S&P-Baseline,2030,CL,-30.0,-13.868739162355082
Water scarcity,S&P-Baseline,2030,CL,-19.999999999999996,-9.245826103812721
Water scarcity,S&P-Baseline,2030,CL,-9.999999999999998,-4.622913045270387
Water scarcity,S&P-Baseline,2030,CL,0.0,1.3271959198998918e-08
Water scarcity,S&P-Baseline,2030,CL,10.000000000000009,4.622913071814319
Water scarcity,S&P-Baseline,2030,CL,20.000000000000007,9.245826130356678
Water scarcity,S&P-Baseline,2030,CL,30.000000000000004,13.868739188899012
Water scarcity,S&P-Baseline,2030,CL,40.0,18.491652247441344
Water scarcity,S&P-Baseline,2030,CL,50.0,23.11456530598368
Water scarcity,S&P-Baseline,2030,CN,-50.0,-12.40175126749377
Water scarcity,S&P-Baseline,2030,CN,-40.0,-9.921401011340624
Water scarcity,S&P-Baseline,2030,CN,-30.0,-7.441050755187491
Water scarcity,S&P-Baseline,2030,CN,-19.999999999999996,-4.960700499034332
Water scarcity,S&P-Baseline,2030,CN,-9.999999999999998,-2.4803502428811868
Water scarcity,S&P-Baseline,2030,CN,0.0,1.3271959198998918e-08
Water scarcity,S&P-Baseline,2030,CN,10.000000000000009,2.480350269425105
Water scarcity,S&P-Baseline,2030,CN,20.000000000000007,4.960700525578251
Water scarcity,S&P-Baseline,2030,CN,30.000000000000004,7.441050781731409
Water scarcity,S&P-Baseline,2030,CN,40.0,9.921401037884555
Water scarcity,S&P-Baseline,2030,CN,50.0,12.401751294037714
Water scarcity,S&P-Baseline,2030,US,-50.0,-0.23029857261458467
Water scarcity,S&P-Baseline,2030,US,-40.0,-0.1842388554372785
Water scarcity,S&P-Baseline,2030,US,-30.0,-0.13817913825995928
Water scarcity,S&P-Baseline,2030,US,-19.999999999999996,-0.09211942108265313
Water scarcity,S&P-Baseline,2030,US,-9.999999999999998,-0.04605970390534697
Water scarcity,S&P-Baseline,2030,US,0.0,1.3271959198998918e-08
Water scarcity,S&P-Baseline,2030,US,10.000000000000009,0.04605973044926537
Water scarcity,S&P-Baseline,2030,US,20.000000000000007,0.09211944762657152
Water scarcity,S&P-Baseline,2030,US,30.000000000000004,0.1381791648038777
Water scarcity,S&P-Baseline,2030,US,40.0,0.18423888198118385
Water scarcity,S&P-Baseline,2030,US,50.0,0.23029859915850306
Water scarcity,S&P-Baseline,2035,AR,-50.0,-19.96950132821734
Water scarcity,S&P-Baseline,2035,AR,-40.0,-15.975601124606204
Water scarcity,S&P-Baseline,2035,AR,-30.0,-11.98170092099504
Water scarcity,S&P-Baseline,2035,AR,-19.999999999999996,-7.9878007173839025
Water scarcity,S&P-Baseline,2035,AR,-9.999999999999998,-3.9939005137727412
Water scarcity,S&P-Baseline,2035,AR,0.0,-3.1016157899271724e-07
Water scarcity,S&P-Baseline,2035,AR,10.000000000000009,3.993899893449583
Water scarcity,S&P-Baseline,2035,AR,20.000000000000007,7.987800097060721
Water scarcity,S&P-Baseline,2035,AR,30.000000000000004,11.981700300671859
Water scarcity,S&P-Baseline,2035,AR,40.0,15.975600504283022
Water scarcity,S&P-Baseline,2035,AR,50.0,19.969500707894184
Water scarcity,S&P-Baseline,2035,CL,-50.0,-19.207980406450258
Water scarcity,S&P-Baseline,2035,CL,-40.0,-15.366384387192511
Water scarcity,S&P-Baseline,2035,CL,-30.0,-11.524788367934791
Water scarcity,S&P-Baseline,2035,CL,-19.999999999999996,-7.683192348677058
Water scarcity,S&P-Baseline,2035,CL,-9.999999999999998,-3.8415963294193243
Water scarcity,S&P-Baseline,2035,CL,0.0,-3.1016157899271724e-07
Water scarcity,S&P-Baseline,2035,CL,10.000000000000009,3.841595709096142
Water scarcity,S&P-Baseline,2035,CL,20.000000000000007,7.6831917283539
Water scarcity,S&P-Baseline,2035,CL,30.000000000000004,11.524787747611633
Water scarcity,S&P-Baseline,2035,CL,40.0,15.366383766869355
Water scarcity,S&P-Baseline,2035,CL,50.0,19.207979786127076
Water scarcity,S&P-Baseline,2035,CN,-50.0,-10.498774947418593
Water scarcity,S&P-Baseline,2035,CN,-40.0,-8.399020019967189
Water scarcity,S&P-Baseline,2035,CN,-30.0,-6.299265092515786
Water scarcity,S&P-Baseline,2035,CN,-19.999999999999996,-4.199510165064384
Water scarcity,S&P-Baseline,2035,CN,-9.999999999999998,-2.0997552376129813
Water scarcity,S&P-Baseline,2035,CN,0.0,-3.1016157899271724e-07
Water scarcity,S&P-Baseline,2035,CN,10.000000000000009,2.0997546172898236
Water scarcity,S&P-Baseline,2035,CN,20.000000000000007,4.199509544741225
Water scarcity,S&P-Baseline,2035,CN,30.000000000000004,6.299264472192628
Water scarcity,S&P-Baseline,2035,CN,40.0,8.39901939964403
Water scarcity,S&P-Baseline,2035,CN,50.0,10.498774327095434
Water scarcity,S&P-Baseline,2035,US,-50.0,-0.3237444034793374
Water scarcity,S&P-Baseline,2035,US,-40.0,-0.25899558481577845
Water scarcity,S&P-Baseline,2035,US,-30.0,-0.19424676615223163
Water scarcity,S&P-Baseline,2035,US,-19.999999999999996,-0.12949794748867266
Water scarcity,S&P-Baseline,2035,US,-9.999999999999998,-0.0647491288251137
Water scarcity,S&P-Baseline,2035,US,0.0,-3.1016157899271724e-07
Water scarcity,S&P-Baseline,2035,US,10.000000000000009,0.06474850850197997
Water scarcity,S&P-Baseline,2035,US,20.000000000000007,0.1294973271655268
Water scarcity,S&P-Baseline,2035,US,30.000000000000004,0.19424614582908575
Water scarcity,S&P-Baseline,2035,US,40.0,0.2589949644926447
Water scarcity,S&P-Baseline,2035,US,50.0,0.3237437831561915
Water scarcity,S&P-Ambitious,2020,AR,-50.0,-9.807849783170004
Water scarcity,S&P-Ambitious,2020,AR,-40.0,-7.846279418414745
Water scarcity,S&P-Ambitious,2020,AR,-30.0,-5.8847090536594715
Water scarcity,S&P-Ambitious,2020,AR,-19.999999999999996,-3.9231386889042126
Water scarcity,S&P-Ambitious,2020,AR,-9.999999999999998,-1.96156832414894
Water scarcity,S&P-Ambitious,2020,AR,0.0,2.040606319437095e-06
Water scarcity,S&P-Ambitious,2020,AR,10.000000000000009,1.9615724053615917
Water scarcity,S&P-Ambitious,2020,AR,20.000000000000007,3.923142770116877
Water scarcity,S&P-Ambitious,2020,AR,30.000000000000004,5.884713134872111
Water scarcity,S&P-Ambitious,2020,AR,40.0,7.846283499627384
Water scarcity,S&P-Ambitious,2020,AR,50.0,9.807853864382668
Water scarcity,S&P-Ambitious,2020,CL,-50.0,-27.816359448829335
Water scarcity,S&P-Ambitious,2020,CL,-40.0,-22.25308715094221
Water scarcity,S&P-Ambitious,2020,CL,-30.0,-16.68981485305508
Water scarcity,S&P-Ambitious,2020,CL,-19.999999999999996,-11.126542555167939
Water scarcity,S&P-Ambitious,2020,CL,-9.999999999999998,-5.563270257280823
Water scarcity,S&P-Ambitious,2020,CL,0.0,2.040606319437095e-06
Water scarcity,S&P-Ambitious,2020,CL,10.000000000000009,5.563274338493474
Water scarcity,S&P-Ambitious,2020,CL,20.000000000000007,11.126546636380603
Water scarcity,S&P-Ambitious,2020,CL,30.000000000000004,16.689818934267706
Water scarcity,S&P-Ambitious,2020,CL,40.0,22.253091232154848
Water scarcity,S&P-Ambitious,2020,CL,50.0,27.816363530041993
Water scarcity,S&P-Ambitious,2020,CN,-50.0,-10.701707536581168
Water scarcity,S&P-Ambitious,2020,CN,-40.0,-8.561365621143665
Water scarcity,S&P-Ambitious,2020,CN,-30.0,-6.421023705706174
Water scarcity,S&P-Ambitious,2020,CN,-19.999999999999996,-4.280681790268673
Water scarcity,S&P-Ambitious,2020,CN,-9.999999999999998,-2.14033987483117
Water scarcity,S&P-Ambitious,2020,CN,0.0,2.040606319437095e-06
Water scarcity,S&P-Ambitious,2020,CN,10.000000000000009,2.140343956043822
Water scarcity,S&P-Ambitious,2020,CN,20.000000000000007,4.280685871481337
Water scarcity,S&P-Ambitious,2020,CN,30.000000000000004,6.421027786918813
Water scarcity,S&P-Ambitious,2020,CN,40.0,8.561369702356329
Water scarcity,S&P-Ambitious,2020,CN,50.0,10.701711617793832
Water scarcity,S&P-Ambitious,2020,US,-50.0,-1.674076089297353
Water scarcity,S&P-Ambitious,2020,US,-40.0,-1.339260463316608
Water scarcity,S&P-Ambitious,2020,US,-30.0,-1.0044448373358763
Water scarcity,S&P-Ambitious,2020,US,-19.999999999999996,-0.6696292113551315
Water scarcity,S&P-Ambitious,2020,US,-9.999999999999998,-0.33481358537441247
Water scarcity,S&P-Ambitious,2020,US,0.0,2.040606319437095e-06
Water scarcity,S&P-Ambitious,2020,US,10.000000000000009,0.3348176665870642
Water scarcity,S&P-Ambitious,2020,US,20.000000000000007,0.6696332925677833
Water scarcity,S&P-Ambitious,2020,US,30.000000000000004,1.0044489185485153
Water scarcity,S&P-Ambitious,2020,US,40.0,1.33926454452926
Water scarcity,S&P-Ambitious,2020,US,50.0,1.674080170509979
Water scarcity,S&P-Ambitious,2025,AR,-50.0,-11.387822619469198
Water scarcity,S&P-Ambitious,2025,AR,-40.0,-9.11025805337865
Water scarcity,S&P-Ambitious,2025,AR,-30.0,-6.832693487288115
Water scarcity,S&P-Ambitious,2025,AR,-19.999999999999996,-4.55512892119759
Water scarcity,S&P-Ambitious,2025,AR,-9.999999999999998,-2.277564355107066
Water scarcity,S&P-Ambitious,2025,AR,0.0,2.1098346987429575e-07
Water scarcity,S&P-Ambitious,2025,AR,10.000000000000009,2.2775647770739944
Water scarcity,S&P-Ambitious,2025,AR,20.000000000000007,4.555129343164553
Water scarcity,S&P-Ambitious,2025,AR,30.000000000000004,6.832693909255077
Water scarcity,S&P-Ambitious,2025,AR,40.0,9.110258475345578
Water scarcity,S&P-Ambitious,2025,AR,50.0,11.387823041436127
Water scarcity,S&P-Ambitious,2025,BO,-50.0,-1.630472195376333
Water scarcity,S&P-Ambitious,2025,BO,-40.0,-1.304377714104361
Water scarcity,S&P-Ambitious,2025,BO,-30.0,-0.9782832328324005
Water scarcity,S&P-Ambitious,2025,BO,-19.999999999999996,-0.6521887515604627
Water scarcity,S&P-Ambitious,2025,BO,-9.999999999999998,-0.32609427028850213
Water scarcity,S&P-Ambitious,2025,BO,0.0,2.1098346987429575e-07
Water scarcity,S&P-Ambitious,2025,BO,10.000000000000009,0.3260946922554305
Water scarcity,S&P-Ambitious,2025,BO,20.000000000000007,0.652189173527391
Water scarcity,S&P-Ambitious,2025,BO,30.000000000000004,0.9782836547993516
Water scarcity,S&P-Ambitious,2025,BO,40.0,1.304378136071301
Water scarcity,S&P-Ambitious,2025,BO,50.0,1.6304726173432613
Water scarcity,S&P-Ambitious,2025,CL,-50.0,-18.105607834648506
Water scarcity,S&P-Ambitious,2025,CL,-40.0,-14.484486225522126
Water scarcity,S&P-Ambitious,2025,CL,-30.0,-10.863364616395712
Water scarcity,S&P-Ambitious,2025,CL,-19.999999999999996,-7.242243007269334
Water scarcity,S&P-Ambitious,2025,CL,-9.999999999999998,-3.621121398142921
Water scarcity,S&P-Ambitious,2025,CL,0.0,2.1098346987429575e-07
Water scarcity,S&P-Ambitious,2025,CL,10.000000000000009,3.6211218201098716
Water scarcity,S&P-Ambitious,2025,CL,20.000000000000007,7.242243429236263
Water scarcity,S&P-Ambitious,2025,CL,30.000000000000004,10.863365038362653
Water scarcity,S&P-Ambitious,2025,CL,40.0,14.484486647489042
Water scarcity,S&P-Ambitious,2025,CL,50.0,18.105608256615437
Water scarcity,S&P-Ambitious,2025,CN,-50.0,-18.084501621029474
Water scarcity,S&P-Ambitious,2025,CN,-40.0,-14.467601254626885
Water scarcity,S&P-Ambitious,2025,CN,-30.0,-10.850700888224305
Water scarcity,S&P-Ambitious,2025,CN,-19.999999999999996,-7.233800521821713
Water scarcity,S&P-Ambitious,2025,CN,-9.999999999999998,-3.616900155419133
Water scarcity,S&P-Ambitious,2025,CN,0.0,2.1098346987429575e-07
Water scarcity,S&P-Ambitious,2025,CN,10.000000000000009,3.6169005773860383
Water scarcity,S&P-Ambitious,2025,CN,20.000000000000007,7.2338009437886415
Water scarcity,S&P-Ambitious,2025,CN,30.000000000000004,10.850701310191221
Water scarcity,S&P-Ambitious,2025,CN,40.0,14.467601676593803
Water scarcity,S&P-Ambitious,2025,CN,50.0,18.0845020429964
Water scarcity,S&P-Ambitious,2025,US,-50.0,-0.7915947800508906
Water scarcity,S&P-Ambitious,2025,US,-40.0,-0.6332757818440229
Water scarcity,S&P-Ambitious,2025,US,-30.0,-0.47495678363715543
Water scarcity,S&P-Ambitious,2025,US,-19.999999999999996,-0.3166377854302879
Water scarcity,S&P-Ambitious,2025,US,-9.999999999999998,-0.15831878722339765
Water scarcity,S&P-Ambitious,2025,US,0.0,2.1098346987429575e-07
Water scarcity,S&P-Ambitious,2025,US,10.000000000000009,0.15831920919032602
Water scarcity,S&P-Ambitious,2025,US,20.000000000000007,0.31663820739721626
Water scarcity,S&P-Ambitious,2025,US,30.000000000000004,0.47495720560408383
Water scarcity,S&P-Ambitious,2025,US,40.0,0.6332762038109513
Water scarcity,S&P-Ambitious,2025,US,50.0,0.7915952020178415
Water scarcity,S&P-Ambitious,2030,AR,-50.0,-17.686311399511396
Water scarcity,S&P-Ambitious,2030,AR,-40.0,-14.149048860181257
Water scarcity,S&P-Ambitious,2030,AR,-30.0,-10.611786320851115
Water scarcity,S&P-Ambitious,2030,AR,-19.999999999999996,-7.0745237815209725
Water scarcity,S&P-Ambitious,2030,AR,-9.999999999999998,-3.5372612421908403
Water scarcity,S&P-Ambitious,2030,AR,0.0,1.2971393020761962e-06
Water scarcity,S&P-Ambitious,2030,AR,10.000000000000009,3.5372638364694438
Water scarcity,S&P-Ambitious,2030,AR,20.000000000000007,7.074526375799587
Water scarcity,S&P-Ambitious,2030,AR,30.000000000000004,10.611788915129729
Water scarcity,S&P-Ambitious,2030,AR,40.0,14.149051454459894
Water scarcity,S&P-Ambitious,2030,AR,50.0,17.686313993790034
Water scarcity,S&P-Ambitious,2030,BO,-50.0,-5.09931487801205
Water scarcity,S&P-Ambitious,2030,BO,-40.0,-4.079451642981776
Water scarcity,S&P-Ambitious,2030,BO,-30.0,-3.0595884079515225
Water scarcity,S&P-Ambitious,2030,BO,-19.999999999999996,-2.039725172921226
Water scarcity,S&P-Ambitious,2030,BO,-9.999999999999998,-1.0198619378909515
Water scarcity,S&P-Ambitious,2030,BO,0.0,1.2971393020761962e-06
Water scarcity,S&P-Ambitious,2030,BO,10.000000000000009,1.0198645321695767
Water scarcity,S&P-Ambitious,2030,BO,20.000000000000007,2.0397277671998517
Water scarcity,S&P-Ambitious,2030,BO,30.000000000000004,3.0595910022301265
Water scarcity,S&P-Ambitious,2030,BO,40.0,4.079454237260402
Water scarcity,S&P-Ambitious,2030,BO,50.0,5.099317472290676
Water scarcity,S&P-Ambitious,2030,CL,-50.0,-14.06050257270038
Water scarcity,S&P-Ambitious,2030,CL,-40.0,-11.24840179873244
Water scarcity,S&P-Ambitious,2030,CL,-30.0,-8.436301024764498
Water scarcity,S&P-Ambitious,2030,CL,-19.999999999999996,-5.6242002507965685
Water scarcity,S&P-Ambitious,2030,CL,-9.999999999999998,-2.8120994768286174
Water scarcity,S&P-Ambitious,2030,CL,0.0,1.2971393020761962e-06
Water scarcity,S&P-Ambitious,2030,CL,10.000000000000009,2.8121020711072426
Water scarcity,S&P-Ambitious,2030,CL,20.000000000000007,5.624202845075205
Water scarcity,S&P-Ambitious,2030,CL,30.000000000000004,8.436303619043144
Water scarcity,S&P-Ambitious,2030,CL,40.0,11.248404393011064
Water scarcity,S&P-Ambitious,2030,CL,50.0,14.060505166979004
Water scarcity,S&P-Ambitious,2030,CN,-50.0,-12.072940986089545
Water scarcity,S&P-Ambitious,2030,CN,-40.0,-9.658352529443771
Water scarcity,S&P-Ambitious,2030,CN,-30.0,-7.243764072798009
Water scarcity,S&P-Ambitious,2030,CN,-19.999999999999996,-4.829175616152235
Water scarcity,S&P-Ambitious,2030,CN,-9.999999999999998,-2.4145871595064503
Water scarcity,S&P-Ambitious,2030,CN,0.0,1.2971393020761962e-06
Water scarcity,S&P-Ambitious,2030,CN,10.000000000000009,2.4145897537850973
Water scarcity,S&P-Ambitious,2030,CN,20.000000000000007,4.829178210430871
Water scarcity,S&P-Ambitious,2030,CN,30.000000000000004,7.243766667076623
Water scarcity,S&P-Ambitious,2030,CN,40.0,9.658355123722396
Water scarcity,S&P-Ambitious,2030,CN,50.0,12.072943580368172
Water scarcity,S&P-Ambitious,2030,DE,-50.0,-0.5680112936689408
Water scarcity,S&P-Ambitious,2030,DE,-40.0,-0.4544087755072922
Water scarcity,S&P-Ambitious,2030,DE,-30.0,-0.3408062573456224
Water scarcity,S&P-Ambitious,2030,DE,-19.999999999999996,-0.22720373918397388
Water scarcity,S&P-Ambitious,2030,DE,-9.999999999999998,-0.1136012210223465
Water scarcity,S&P-Ambitious,2030,DE,0.0,1.2971393020761962e-06
Water scarcity,S&P-Ambitious,2030,DE,10.000000000000009,0.11360381530095064
Water scarcity,S&P-Ambitious,2030,DE,20.000000000000007,0.22720633346262042
Water scarcity,S&P-Ambitious,2030,DE,30.000000000000004,0.340808851624269
Water scarcity,S&P-Ambitious,2030,DE,40.0,0.45441136978591756
Water scarcity,S&P-Ambitious,2030,DE,50.0,0.5680138879475661
Water scarcity,S&P-Ambitious,2030,US,-50.0,-0.5129117357514604
Water scarcity,S&P-Ambitious,2030,US,-40.0,-0.410329129173308
Water scarcity,S&P-Ambitious,2030,US,-30.0,-0.30774652259515545
Water scarcity,S&P-Ambitious,2030,US,-19.999999999999996,-0.20516391601700293
Water scarcity,S&P-Ambitious,2030,US,-9.999999999999998,-0.10258130943885044
Water scarcity,S&P-Ambitious,2030,US,0.0,1.2971393020761962e-06
Water scarcity,S&P-Ambitious,2030,US,10.000000000000009,0.10258390371747578
Water scarcity,S&P-Ambitious,2030,US,20.000000000000007,0.2051665102956283
Water scarcity,S&P-Ambitious,2030,US,30.000000000000004,0.3077491168737808
Water scarcity,S&P-Ambitious,2030,US,40.0,0.4103317234519333
Water scarcity,S&P-Ambitious,2030,US,50.0,0.5129143300300858
Water scarcity,S&P-Ambitious,2035,AR,-50.0,-19.33955545403301
Water scarcity,S&P-Ambitious,2035,AR,-40.0,-15.471644147727828
Water scarcity,S&P-Ambitious,2035,AR,-30.0,-11.603732841422651
Water scarcity,S&P-Ambitious,2035,AR,-19.999999999999996,-7.735821535117478
Water scarcity,S&P-Ambitious,2035,AR,-9.999999999999998,-3.867910228812304
Water scarcity,S&P-Ambitious,2035,AR,0.0,1.0774928708041102e-06
Water scarcity,S&P-Ambitious,2035,AR,10.000000000000009,3.8679123837980454
Water scarcity,S&P-Ambitious,2035,AR,20.000000000000007,7.7358236901032384
Water scarcity,S&P-Ambitious,2035,AR,30.000000000000004,11.603734996408395
Water scarcity,S&P-Ambitious,2035,AR,40.0,15.471646302713587
Water scarcity,S&P-Ambitious,2035,AR,50.0,19.33955760901876
Water scarcity,S&P-Ambitious,2035,BO,-50.0,-8.2492999073888
Water scarcity,S&P-Ambitious,2035,BO,-40.0,-6.599439710412488
Water scarcity,S&P-Ambitious,2035,BO,-30.0,-4.949579513436139
Water scarcity,S&P-Ambitious,2035,BO,-19.999999999999996,-3.2997193164598086
Water scarcity,S&P-Ambitious,2035,BO,-9.999999999999998,-1.6498591194834593
Water scarcity,S&P-Ambitious,2035,BO,0.0,1.0774928708041102e-06
Water scarcity,S&P-Ambitious,2035,BO,10.000000000000009,1.6498612744692203
Water scarcity,S&P-Ambitious,2035,BO,20.000000000000007,3.2997214714455505
Water scarcity,S&P-Ambitious,2035,BO,30.000000000000004,4.949581668421881
Water scarcity,S&P-Ambitious,2035,BO,40.0,6.59944186539823
Water scarcity,S&P-Ambitious,2035,BO,50.0,8.249302062374559
Water scarcity,S&P-Ambitious,2035,CL,-50.0,-11.444501201087812
Water scarcity,S&P-Ambitious,2035,CL,-40.0,-9.155600745371675
Water scarcity,S&P-Ambitious,2035,CL,-30.0,-6.866700289655539
Water scarcity,S&P-Ambitious,2035,CL,-19.999999999999996,-4.577799833939402
Water scarcity,S&P-Ambitious,2035,CL,-9.999999999999998,-2.288899378223266
Water scarcity,S&P-Ambitious,2035,CL,0.0,1.0774928708041102e-06
Water scarcity,S&P-Ambitious,2035,CL,10.000000000000009,2.2889015332090072
Water scarcity,S&P-Ambitious,2035,CL,20.000000000000007,4.577801988925144
Water scarcity,S&P-Ambitious,2035,CL,30.000000000000004,6.8667024446413
