Market scenario,Li scenario,Impact,Country,Intensity,Total,GLO intensity
S&P-Very Ambitious,lithium_optimized_S&P-Very Ambitious_remind SSP2-NDC 2035,Climate change,CL,3.0524617173904556,0.9922240484697895,0.9084077623583325
S&P-Very Ambitious,lithium_optimized_S&P-Very Ambitious_remind SSP2-NDC 2035,Water scarcity,CL,5.855043759359923,1.9032229592862586,1.7424517299097437
S&P-Very Ambitious,lithium_optimized_S&P-Very Ambitious_remind SSP2-NDC 2035,Climate change,CN,21.322365601633557,3.3482564010159184,3.0654186519058575
S&P-Very Ambitious,lithium_optimized_S&P-Very Ambitious_remind SSP2-NDC 2035,Water scarcity,CN,7.109960875954121,1.1164789338412948,1.0221664467567757
S&P-Very Ambitious,lithium_optimized_S&P-Very Ambitious_remind SSP2-NDC 2035,Climate change,DE,3.0020538869267654,0.06657354699648796,0.06094987009496802
S&P-Very Ambitious,lithium_optimized_S&P-Very Ambitious_remind SSP2-NDC 2035,Water scarcity,DE,0.9046760408979233,0.020062095882952352,0.018367387544533948
S&P-Very Ambitious,lithium_optimized_S&P-Very Ambitious_remind SSP2-NDC 2035,Climate change,US,1.7689970953793486,0.013868937227774094,0.012697384479644606
S&P-Very Ambitious,lithium_optimized_S&P-Very Ambitious_remind SSP2-NDC 2035,Water scarcity,US,3.457197382780351,0.027104427480997954,0.024814831242992916
S&P-Very Ambitious,lithium_optimized+elec-heat_S&P-Very Ambitious_remind SSP2-NDC 2035,Climate change,World,6.190723602523981,6.761924644838961,6.190723602523981
S&P-Very Ambitious,lithium_optimized+elec-heat_S&P-Very Ambitious_remind SSP2-NDC 2035,Water scarcity,World,7.9031603995005,8.632363275871313,7.9031603995005
S&P-Very Ambitious,lithium_optimized+elec-heat_S&P-Very Ambitious_remind SSP2-NDC 2035,Climate change,AR,7.182065938871189,3.811263839385141,3.489314395707773
