Project name,LCI dataset,Technology,Status,Impact,Scenario,Electricity,Heat,Reagents,Direct emissions,Other,Total_contrib,Total
Salar de Cauchari-Olaroz,df_rotary_dryer_Salar de Cauchari-Olaroz,Chemical-based,Operating,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,0.49651815751257755,1.709808610764797,2.5410103344321495,0.0,1.8981008846942409,6.645437987403765,6.6454377616987035
Salar de Cauchari-Olaroz,df_rotary_dryer_Salar de Cauchari-Olaroz,Chemical-based,Operating,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,0.6725509124878757,0.03829186712639991,0.6728678652414538,0.16329495159523297,0.39605549328566864,1.943061089736631,1.9430610515168167
Chaerhan,df_rotary_dryer_Chaerhan,DLE,Operating,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,7.554761906435145,25.98588786868386,2.5445503833547845,0.0,0.8366287390195651,36.921828897493356,36.92183122921363
Chaerhan,df_rotary_dryer_Chaerhan,DLE,Operating,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,0.7456247449283819,0.39304800438088516,0.7566878637651888,7.634358402682322,0.4964749094317092,10.026193925188487,10.026194384149836
Salar de Centenario,df_rotary_dryer_Salar de Centenario,DLE,Operating,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,1.8731897186005755,21.836350805643164,15.048443504832221,0.0,2.2919421684817896,41.049926197557745,41.04992495786509
Salar de Centenario,df_rotary_dryer_Salar de Centenario,DLE,Operating,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,2.537299865968771,0.48903405814591844,4.6012358564997,0.5430355062345485,0.5559880486355406,8.726593335484479,8.726593132896992
East Taijinar,df_rotary_dryer_East Taijinar,DLE,Operating,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,3.362108270968865,12.300292599380382,8.775604596415599,0.0,5.098710996393446,29.536716463158296,29.536716568240788
East Taijinar,df_rotary_dryer_East Taijinar,DLE,Operating,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,0.33182662180622946,0.18604734554071997,3.801915906583242,0.0,7.069102994160473,11.388892868090664,11.388893169203705
Lakkor Tso,df_rotary_dryer_Lakkor Tso,DLE,Operating,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,7.944214643609222,34.70154486576928,2.5495303324698524,0.0,0.8359130128215039,46.03120285466986,46.03120359592279
Lakkor Tso,df_rotary_dryer_Lakkor Tso,DLE,Operating,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,0.7840621704109416,0.5248761569105923,0.774858039457895,11.930702733179185,0.4963131483227915,14.510812248281404,14.510812682960138
Qinghai Yiliping,df_rotary_dryer_Qinghai Yiliping,DLE,Operating,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,7.554761906435146,24.795236371500692,2.5445503833547845,0.0,0.8366287390195651,35.73117740031019,35.73117927201697
Qinghai Yiliping,df_rotary_dryer_Qinghai Yiliping,DLE,Operating,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,0.7456247449283822,0.3750388758398152,0.7566878637651889,10.81353881399763,0.4964749094317092,13.187365207962726,13.187366031784821
Salar de Atacama,df_rotary_dryer_Salar de Atacama,Chemical-based,Operating,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,0.36497097567987624,1.3598795332664504,2.6179288407952788,0.0,0.7175583146208105,5.060337664362416,5.060337537516756
Salar de Atacama,df_rotary_dryer_Salar de Atacama,Chemical-based,Operating,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,0.05241730854573109,0.030455061500981512,0.6666774166882399,4.349130063912721,0.08288083887185264,5.181560689519526,5.181560460924132
Salar de Olaroz,df_rotary_dryer_Salar de Olaroz,Ion-exchanger,Operating,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,0.6909586943380245,0.6917906133286355,6.799550106822112,0.0,0.20431655166503812,8.38661596615381,8.38661546711293
Salar de Olaroz,df_rotary_dryer_Salar de Olaroz,Ion-exchanger,Operating,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,0.935927303638836,0.015492935336792964,0.7422770408141269,0.48164645951117846,0.006440165122303903,2.1817839044232383,2.1817838339920907
Fenix,df_rotary_dryer_Fenix,DLE,Operating,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,1.8181897364875321,20.552094240643523,11.255668537671989,0.0,2.1818895325436807,35.807842047346725,35.80784161202056
Fenix,df_rotary_dryer_Fenix,DLE,Operating,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,2.462800499536221,0.46027260412494686,3.3309862006468105,0.5230756815788469,0.49063981530446327,7.267774801191288,7.26777474499008
Silver Peak,df_rotary_dryer_Silver Peak,Ion-exchanger,Operating,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,0.6960173229718618,0.6378632966381661,2.7516529912526435,0.0,0.168376626013377,4.253910236876049,4.253910069295608
Silver Peak,df_rotary_dryer_Silver Peak,Ion-exchanger,Operating,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,0.13593709023110565,0.012011941438152068,0.5817788139684545,2.5499376123596313,0.005662124580662846,3.2853275825780064,3.2853274446923466
Tres Quebradas,df_rotary_dryer_Tres Quebradas,Chemical-based,Operating,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,0.6586463833897962,2.7171431907631027,2.5100882957149286,0.0,1.2556310892119051,7.141508959079733,7.14150889955134
Tres Quebradas,df_rotary_dryer_Tres Quebradas,Chemical-based,Operating,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,0.892159167702594,0.06085153938812131,0.6787941274508145,5.264760381558633,0.15174289511384156,7.048308111214004,7.048308080923508
Zhabuye,df_rotary_dryer_Zhabuye,Ion-exchanger,Operating,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,1.1811266685622848,0.8927977186747336,15.058055398036101,0.0,0.2982769939980819,17.430256779271204,17.430257104188808
Zhabuye,df_rotary_dryer_Zhabuye,Ion-exchanger,Operating,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,0.11657247202254017,0.013503958895466597,0.40501725454046783,2.8089578918991327,0.009855467903529818,3.353907045261137,3.353906887996417
Sal de los Angeles,df_rotary_dryer_Sal de los Angeles,DLE,Announced,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,2.0368225149013517,28.646059409222087,13.657769248450657,0.0,2.290994002077538,46.63164517465164,46.6316452470698
Sal de los Angeles,df_rotary_dryer_Sal de los Angeles,DLE,Announced,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,2.7589461135427924,0.6415402833316192,5.066607305659741,0.6093709638305909,0.5557737537705411,9.632238420135286,9.632238498225806
Salar del Hombre Muerto North,df_rotary_dryer_Salar del Hombre Muerto North,Chemical-based,Announced,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,0.5542969481938043,3.5621058371621346,2.911440263576805,0.0,2.2769736862765892,9.304816735209334,9.304816492128422
Salar del Hombre Muerto North,df_rotary_dryer_Salar del Hombre Muerto North,Chemical-based,Announced,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,0.750814270649396,0.07977482540912836,0.7744999333761244,0.21086675405466263,0.45361038479879445,2.2695661682881063,2.2695661427738054
Kachi,df_rotary_dryer_Kachi,DLE,Announced,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,2.5231657040826647,28.013450721782903,17.819173132921065,0.0,2.3792692268748774,50.73505878566151,50.735055486673
Kachi,df_rotary_dryer_Kachi,DLE,Announced,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,3.417714681654765,0.6273727515681711,5.343483412085827,1.0944379905612716,0.6081050269380732,11.091113862808108,11.091113336656916
Maricunga,df_rotary_dryer_Maricunga,Chemical-based,Announced,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,0.7866294162477151,3.6022321169672287,3.4814994278328437,0.0,1.0300770296592834,8.90043799070707,8.900437451178785
Maricunga,df_rotary_dryer_Maricunga,Chemical-based,Announced,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,0.11297609829328223,0.08067346995033588,0.9068327947385011,15.157186782758423,0.4063164022545631,16.663985547995107,16.663984802016333
Salar de Pastos Grandes,df_rotary_dryer_Salar de Pastos Grandes,Chemical-based,Announced,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,1.0193879462804623,1.1945623157498522,2.5485570309685337,0.0,0.48881118958342873,5.251318482582277,5.2513184853462835
Salar de Pastos Grandes,df_rotary_dryer_Salar de Pastos Grandes,Chemical-based,Announced,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,1.3807960153656604,0.026752714415467543,0.7143694759841911,8.473438054014514,0.08596314324990405,10.681319403029736,10.68131969528747
Pozuelos,df_rotary_dryer_Pozuelos,DLE,Announced,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,2.178394341036493,32.88456956321706,24.518585083000815,0.0,2.2906534956965325,61.872202482950904,61.872200649766484
Pozuelos,df_rotary_dryer_Pozuelos,DLE,Announced,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,2.9507100186671535,0.7364634616387371,8.587235991550006,24.24385275720503,0.5556967960038222,37.073959025064745,37.073957425459746
Sal de Vida,df_rotary_dryer_Sal de Vida,Chemical-based,Announced,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,0.4265624917852328,1.013863241255383,2.289092958434708,0.0,0.026147044201421773,3.7556657356767453,3.7556655200816684
Sal de Vida,df_rotary_dryer_Sal de Vida,Chemical-based,Announced,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,0.577793558488328,0.02270588431598018,0.5474824465650937,0.07520930244362047,0.0006807106583700823,1.2238719024713924,1.2238718568052684
Salar de Arizaro,df_rotary_dryer_Salar de Arizaro,DLE,Announced,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,2.0332869727935003,24.46707193979393,36.292281602173404,0.0,2.2916510371328007,65.08429155189363,65.08428966854665
Salar de Arizaro,df_rotary_dryer_Salar de Arizaro,DLE,Announced,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,2.7541571002211307,0.5479501400285884,13.30945755007515,1.7957031557701586,0.5559222501081419,18.963190196203172,18.963189827157894
Salar de Tolillar,df_rotary_dryer_Salar de Tolillar,DLE,Announced,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,2.2526657195458064,23.989723633753698,13.530505532502353,0.0,2.2916435603204715,42.064538446122334,42.06453689572547
Salar de Tolillar,df_rotary_dryer_Salar de Tolillar,DLE,Announced,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,3.051313153985333,0.5372597283691639,4.173716848962414,0.5634167296421628,0.5559205602755539,8.881627021234626,8.881626800526613
Salar del Rincon,df_rotary_dryer_Salar del Rincon,DLE,Announced,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,1.8989267606039797,23.95739143322332,18.120757799981387,0.0,2.29182111987344,46.26889711368213,46.26889513119598
Salar del Rincon,df_rotary_dryer_Salar del Rincon,DLE,Announced,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,2.5721615740900696,0.5365356354392192,6.469157886508462,2.251152027774421,0.555960690468168,12.38496781428034,12.384967319578609
Salar de Uyuni,df_rotary_dryer_Salar de Uyuni,DLE,Announced,Climate change,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,1.2432947312675526,15.75168291901665,38.26574064360187,0.0,2.292818613323665,57.55353690720974,57.553535500540455
Salar de Uyuni,df_rotary_dryer_Salar de Uyuni,DLE,Announced,Water scarcity,lithium_baseline_S&P-Baseline_remind SSP2-NDC 2025,4.219360492769888,0.35276541804428907,10.103037037527505,4.892178171971389,0.5561861337271735,20.123527254040244,20.123526745546528
