Scenario,LCI flow,Units,Reference flow,Chaerhan,East Taijinar,Fenix,Kachi,Lakkor Tso,Maricunga,Pozuelos,Qinghai Yiliping,Sal de Vida,Sal de los Angeles,Salar de Arizaro,Salar de Atacama,Salar de Cauchari-Olaroz,Salar de Centenario,Salar de Olaroz,Salar de Pastos Grandes,Salar de Tolillar,Salar de Uyuni,Salar del Hombre Muerto North,Salar del Rincon,Silver Peak,Tres Quebradas,Upper Rhine Graben,Zhabuye
lithium_optimized+elec-heat_heatpump_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('market for calcium chloride', 'calcium chloride', 'RoW')",kilogram,1 kg Li2CO3,,4.022385572932355,,,,,,,,,,,0.07282806606197625,,,,,,,,,,,
lithium_optimized+elec-heat_heatpump_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('market for cationic resin', 'cationic resin', 'RoW')",kilogram,1 kg Li2CO3,0.3407662840934601,0.34076628409345994,0.3142784267989821,0.36195656992904257,0.3407662840934601,,0.34076628409346005,0.3407662840934601,,0.34076628409346005,0.34076628409346005,,,0.34076628409346005,,,0.34076628409346005,0.34076628409346005,,0.34076628409346005,,,0.34076628409345994,
lithium_optimized+elec-heat_heatpump_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('market for electricity, medium voltage', 'electricity, medium voltage', 'AR')",kilowatt hour,1 kg Li2CO3,,,2.2264991136891883,3.740957973075621,,,,,,2.5634599656520325,,,1.2207124605700868,2.1604458517733236,2.0213135910657516,,,,,2.2215098100988273,,1.8886087178492164,,
lithium_optimized+elec-heat_heatpump_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('market for electricity, medium voltage', 'electricity, medium voltage', 'BO')",kilowatt hour,1 kg Li2CO3,,,,,,,,,,,,,,,,,,2.1203129676237835,,,,,,
lithium_optimized+elec-heat_heatpump_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('market for electricity, medium voltage', 'electricity, medium voltage', 'CL')",kilowatt hour,1 kg Li2CO3,,,,,,2.2150334520504344,,,,,,1.2926578831102764,,,,,,,,,,,,
lithium_optimized+elec-heat_heatpump_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('market for electricity, medium voltage', 'electricity, medium voltage', 'CN-NWG')",kilowatt hour,1 kg Li2CO3,2.4163137236010437,1.8022950621706686,,,2.855651217709728,,,2.416313723601044,,,,,,,,,,,,,,,,1.52941918495292
lithium_optimized+elec-heat_heatpump_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('market for electricity, medium voltage', 'electricity, medium voltage', 'DE')",kilowatt hour,1 kg Li2CO3,,,,,,,,,,,,,,,,,,,,,,,2.129840391414469,
lithium_optimized+elec-heat_heatpump_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('market for electricity, medium voltage', 'electricity, medium voltage', 'US-WECC')",kilowatt hour,1 kg Li2CO3,,,,,,,,,,,,,,,,,,,,,1.7675694385476965,,,
lithium_optimized+elec-heat_heatpump_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('market for hazardous waste, for underground deposit', 'hazardous waste, for underground deposit', 'RoW')",kilogram,1 kg Li2CO3,,,,,,,,,,,,,,,,,,,,,,,-0.6687962236934617,
lithium_optimized+elec-heat_heatpump_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('market for hydrochloric acid, without water, in 30% solution state', 'hydrochloric acid, without water, in 30% solution state', 'RoW')",kilogram,1 kg Li2CO3,0.007628502900809681,3.8739367507685394,1.4841241969414318,2.091037275180709,0.007628502900809681,0.07270027660546946,6.322263319205744,0.007628502900809681,0.0019054827671614752,3.9966826332510776,11.499837268352675,0.09743684628963366,0.21922379830062425,2.114075896943578,0.03308630769230769,0.19764673611720587,2.2997597543164017,2.074633913005567,0.378338520210077,5.075184294772371,0.03308630769230769,0.14945492526625398,0.22156365349730292,0.03297819165016536
lithium_optimized+elec-heat_heatpump_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('market for limestone, crushed, washed', 'limestone, crushed, washed', 'RoW')",kilogram,1 kg Li2CO3,,,,,,,,,,,,,,,,,,,,,,,0.37712590320233436,
lithium_optimized+elec-heat_heatpump_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('market for quicklime, milled, packed (prospective)', 'quicklime, milled, packed', 'GLO')",kilogram,1 kg Li2CO3,0.0,0.5744032010090706,0.0,0.0,0.0,0.061230678634912106,0.0,0.0,0.34142924159055255,0.0,0.0,0.00884423747468092,2.701390137130718,0.0,0.7342128832737126,6.170969819689977,0.0,0.0,3.1915285408874388,0.0,0.07180396199095022,0.0,0.42067621178427356,1.479872626350855
lithium_optimized+elec-heat_heatpump_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('market for soda ash, light (prospective)', 'soda ash, light', 'GLO')",kilogram,1 kg Li2CO3,1.4344413165872671,1.4344413165872671,6.073831624844644,7.975340783013322,1.4344413165872671,2.086272345708765,9.155966143581917,1.4344413165872671,1.4518446817640758,4.857209365801856,12.528033406369097,1.6574570322299262,1.43693603514006,6.641414826341545,1.4344413165872665,1.5140739273773933,7.020086493490199,18.57404884114022,1.482701241461119,6.656376830654661,1.4344413165872665,1.5007598893086878,1.4345278249041251,
lithium_optimized+elec-heat_heatpump_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('market for sodium hydroxide, without water, in 50% solution state (prospective)', 'sodium hydroxide, without water, in 50% solution state', 'GLO')",kilogram,1 kg Li2CO3,0.0038142514504048404,0.0038142514504048383,0.0016751214099274658,0.0016751214099274658,0.0038142514504048404,0.03718194969296819,0.0016751214099274658,0.0038142514504048404,0.0009553682895039443,0.0016751214099274658,0.0016751214099274658,0.05351918309151147,0.09727363308178776,0.0016751214099274658,0.016543153846153846,0.11018615643171842,0.0016751214099274658,0.0016751214099274658,0.10908227998729317,0.0016751214099274658,0.016543153846153846,0.08365814522732921,0.003817588813468178,0.01648909582508268
lithium_optimized+elec-heat_heatpump_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('market for solvent, organic', 'solvent, organic', 'GLO')",kilogram,1 kg Li2CO3,,,,,,1.095686879233822,,,,,,0.08876278211888726,0.17680466866011985,,,0.25320176904019026,,,0.9755375670759189,,,0.16134014173168368,,
lithium_optimized+elec-heat_heatpump_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('market for steam, in chemical industry', 'steam, in chemical industry', 'RoW')",kilogram,1 kg Li2CO3,,,0.17449181353411103,0.17449181353411103,,,0.17449181353411103,,,0.17449181353411103,0.17449181353411103,,0.09050331347983222,0.17449181353411103,,,0.17449181353411103,0.17449181353411103,,0.17449181353411103,,,0.003973220185277735,
lithium_optimized+elec-heat_heatpump_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('market for sulfuric acid', 'sulfuric acid', 'RoW')",kilogram,1 kg Li2CO3,0.08089315576038017,0.03392276738974128,0.06311431894680002,0.08898247133641811,0.10716168591052512,0.1294013368421051,0.10488755075403881,0.0808931557603802,0.0003662847126040004,0.09239031066419591,0.06827585850970448,0.02765256685714283,0.0033794300395048036,0.05759077720447223,0.10898121063070201,0.08195417999999995,0.084575010816,0.0254235632389766,0.05259437567999997,0.06203349430310293,0.0021158533976340845,0.039338006399999965,,0.0022825186282402275
lithium_optimized+elec-heat_heatpump_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('market for wastewater, average', 'wastewater, average', 'RoW')",cubic meter,1 kg Li2CO3,-0.0069908567556335325,-0.004381390735042484,-0.006003143599323523,-0.007440263176524531,-0.008450219541752698,-0.012425639217491806,-0.00832387869972568,-0.006990856755633534,-0.0027817920817517286,-0.007629587583623297,-0.0062898957972626615,-0.004442121788693237,-0.0027127164426192117,-0.005696280169194201,-0.007880429743981713,-0.008045261160093993,-0.007195404258723523,-0.003909212726666668,-0.008545543352751692,-0.005943097785784797,-0.0019434654532557165,-0.005444615782995357,-0.032806524931939175,-0.0020213059055918326
lithium_optimized+elec-heat_heatpump_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('transport, freight, lorry >32 metric ton, EURO3', 'transport, freight, lorry >32 metric ton, EURO3', 'RoW')",ton kilometer,1 kg Li2CO3,,,,,,,,,,,,0.8678786447272127,,,,,,,,,,1.2920736184505908,,0.0069798153945342745
lithium_optimized+elec-heat_heatpump_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('treatment of salt tailing from potash mine, residual material landfill', 'salt tailing from potash mine', 'RoW')",kilogram,1 kg Li2CO3,0.0,0.0,0.0,0.0,0.0,-6.082119165651998e-16,0.0,0.0,-1.879177495704734e-16,0.0,0.0,-73.04924142508426,-200.0558251101938,0.0,-1.407118290179666e-15,-3.3194730254318817e-15,0.0,0.0,-184.704020886972,0.0,-2.834068117450699e-15,-124.56468550632304,,0.0
lithium_optimized+elec-heat_heatpump_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('treatment of spent solvent mixture, hazardous waste incineration', 'spent solvent mixture', 'RoW')",kilogram,1 kg Li2CO3,,,,,,-0.016435303188507347,,,,,,-0.0013314417317833102,-0.0026520700299018005,,,-0.0037980265356028576,,,-0.014633063506138796,,,-0.0024201021259752575,,
lithium_optimized+elec-heat_heatpump_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('treatment of waste gypsum, inert material landfill', 'waste gypsum', 'RoW')",kilogram,1 kg Li2CO3,-0.23481485491554796,-9.04443893466254,-0.23481485491554796,-0.2348148549155479,-0.23481485491554796,-2.7755370575528824,-0.2348148549155479,-0.23481485491554796,-0.033038342421865416,-0.2348148549155479,-0.2348148549155479,-0.7578599607508807,-0.4127041573976157,-0.2348148549155479,-1.9923474699571804,-0.9662964797505091,-0.2348148549155479,-0.2348148549155479,-2.173583723694511,-0.2348148549155479,-1.5601531154702273,-0.9484710316682297,,-1.1783315276926967
lithium_optimized_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('Chlorine', ('water',))",kilogram,1 kg Li2CO3,0.007310648613275944,0.00731064861327594,0.0032106493690276425,0.0032106493690276425,0.007310648613275944,0.02768139687258076,0.0032106493690276425,0.007310648613275944,0.0018260876518630801,0.0032106493690276425,0.0032106493690276425,,0.007657833269648496,0.0032106493690276425,0.03170771153846154,0.006868664432256248,0.0032106493690276425,0.0032106493690276425,,0.0032106493690276425,0.03170771153846154,,0.0073107251409110325,0.03160410033140847
lithium_optimized_ei_cutoff_3.10_remind_SSP2-NDC_2035_NationalPlans 2026-05-29,"('Heat, waste', ('air',))",megajoule,1 kg Li2CO3,0.8957790217572641,0.8912974638390067,0.8443511682667055,0.8512420303985808,0.8892287074430882,2.272842974248389,0.8525243294804972,0.8900745848128286,0.8679030077959803,0.8464783474465454,0.8509434259576149,0.9604301262900412,1.1734309563572334,0.8475569171715346,1.0503665814362486,0.9622979291887538,0.8484107848704845,0.8495537688448325,1.8260434083794448,0.8527130791823703,1.0590325895166905,1.416015530261352,0.8931860003687251,1.0798488909981376
