scenario,project,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
S&P-Baseline,#8,0.0,0.0,0.0,0.0,0.0,0.004055122358222784,0.00552158133650015,0.00532474476678822,0.00850057378018859,0.040512276161822985,0.04323732245674466,0.05147136144518301,0.06991038684794527,0.06790204714829877,0.06450486556594327,0.06222883724881359
S&P-Baseline,#5,0.05653582392482996,0.02297604058487809,0.017257863545524516,0.015621485165837687,0.012644590896906121,0.0068407265108311,0.0062873885972408745,0.006022223897044232,0.006009850996524006,0.005745520095973267,0.005149565104598289,0.006410398321922926,0.006977386124558404,0.008435132869113503,0.009588346245700761,0.00925002529303791
S&P-Baseline,#23,0.0,0.0,0.0,0.0,0.0,0.011818949586779974,0.03313503734697728,0.03550364994753298,0.03400058680608792,0.031252551645300886,0.028685080961886298,0.02753856201192143,0.03433420075692179,0.04107235102614897,0.05369351597257659,0.0588780627804172
S&P-Baseline,#22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S&P-Baseline,#20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S&P-Baseline,#19,0.0,0.0,0.0,0.0,0.0030347018152574695,0.011298915804961658,0.017143723895036312,0.016532574371388015,0.015832660328534535,0.014553014553014552,0.013357450150970318,0.012823563921342906,0.012284653229940594,0.011931747776395597,0.011334795026167686,0.01093485132855553
S&P-Very Ambitious,#7,0.0,0.0,0.0,0.01820797144990077,0.0624164504206967,0.06770691088013325,0.06866228766197027,0.06381915288034709,0.06262155057016752,0.05691368934942532,0.05137242312366713,0.04837522052043903,0.04535326652888745,0.04383088337973029,0.04630293953383298,0.06631377507205394
S&P-Very Ambitious,#14,0.07633466946330542,0.10095308803205882,0.1035695569798847,0.10879566407506541,0.097723519698042,0.08537821606585719,0.09442228876592104,0.0997641211659669,0.09881550661539924,0.09057261620820177,0.08422114701093812,0.08334862850862323,0.07814191900110659,0.07551891188751057,0.07176927737767282,0.0684351137848233
S&P-Very Ambitious,#15,0.0,0.0,0.0,0.0,0.0,0.013283261987920571,0.025747926642471747,0.038292133030051,0.03577603965502275,0.031030602118926047,0.027384255543580455,0.02578658587935022,0.024175722398249073,0.02336421056647499,0.02220414022057718,0.02117260920007668
S&P-Very Ambitious,#1,0.05344896793853425,0.045843042367916136,0.040116365004501414,0.036239932509119166,0.0611361759849021,0.04939824738377816,0.04291436101949853,0.039887371363868655,0.037266458322613924,0.03232332733699385,0.02852507509917678,0.026860847014417776,0.025182875462486966,0.024337556300591662,0.02312915778545217,0.02205465350396532
S&P-Very Ambitious,#16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017886216148042835,0.016842687142767685,0.015790540504634295,0.015260495931879493,0.014502787951808909,0.013829036322274167
S&P-Very Ambitious,#21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075916060118434115,0.014673553780653359,0.0185933178869345,0.02216191718313168
