Project name,Impact,SA scenario,Total
Upper Rhine Graben,Climate change,2035_BAT_Biomass_0CCS,2.8362323143139534
East Taijinar,Climate change,2035_BAT_Biomass_0CCS,13.122158329800605
Silver Peak,Climate change,2035_BAT_Biomass_0CCS,1.6564015831867889
Salar del Rincon,Climate change,2035_BAT_Biomass_0CCS,15.574941733947663
Salar del Hombre Muerto North,Climate change,2035_BAT_Biomass_0CCS,8.239450059284982
Zhabuye,Climate change,2035_BAT_Biomass_0CCS,2.8126686403334746
Salar de Atacama,Climate change,2035_BAT_Biomass_0CCS,2.7408001096496024
Chaerhan,Climate change,2035_BAT_Biomass_0CCS,23.141979897408536
Sal de los Angeles,Climate change,2035_BAT_Biomass_0CCS,28.541282893974444
Sal de Vida,Climate change,2035_BAT_Biomass_0CCS,3.1689190555744977
Pozuelos,Climate change,2035_BAT_Biomass_0CCS,18.851771628016596
Lakkor Tso,Climate change,2035_BAT_Biomass_0CCS,30.187505678592757
Salar de Uyuni,Climate change,2035_BAT_Biomass_0CCS,19.737004165751244
Qinghai Yiliping,Climate change,2035_BAT_Biomass_0CCS,22.214837095310063
Salar de Centenario,Climate change,2035_BAT_Biomass_0CCS,20.32542411713249
Salar de Olaroz,Climate change,2035_BAT_Biomass_0CCS,2.6144325589708983
Kachi,Climate change,2035_BAT_Biomass_0CCS,28.699573032828795
Fenix,Climate change,2035_BAT_Biomass_0CCS,20.879086308615875
Salar de Cauchari-Olaroz,Climate change,2035_BAT_Biomass_0CCS,6.244333889249208
Salar de Tolillar,Climate change,2035_BAT_Biomass_0CCS,29.085263906272903
Maricunga,Water scarcity,2035_BAT_Biomass_0CCS,15.846869504292574
Tres Quebradas,Water scarcity,2035_BAT_Biomass_0CCS,7.462095133160825
Salar de Pastos Grandes,Water scarcity,2035_BAT_Biomass_0CCS,10.18586399775263
Salar de Arizaro,Water scarcity,2035_BAT_Biomass_0CCS,8.349679884251001
Upper Rhine Graben,Water scarcity,2035_BAT_Biomass_0CCS,0.9200065743982191
East Taijinar,Water scarcity,2035_BAT_Biomass_0CCS,6.598940023251389
Silver Peak,Water scarcity,2035_BAT_Biomass_0CCS,3.4775897441974997
Salar del Rincon,Water scarcity,2035_BAT_Biomass_0CCS,35.39051687697335
Salar del Hombre Muerto North,Water scarcity,2035_BAT_Biomass_0CCS,1.609108514277171
Zhabuye,Water scarcity,2035_BAT_Biomass_0CCS,3.3618374267934827
Salar de Atacama,Water scarcity,2035_BAT_Biomass_0CCS,5.443502492049928
Chaerhan,Water scarcity,2035_BAT_Biomass_0CCS,6.902535551214518
Sal de los Angeles,Water scarcity,2035_BAT_Biomass_0CCS,4.778058612071403
Sal de Vida,Water scarcity,2035_BAT_Biomass_0CCS,0.45147304703983726
Pozuelos,Water scarcity,2035_BAT_Biomass_0CCS,15.64949254035183
Lakkor Tso,Water scarcity,2035_BAT_Biomass_0CCS,10.395960226964487
Salar de Uyuni,Water scarcity,2035_BAT_Biomass_0CCS,6.918922961062613
Qinghai Yiliping,Water scarcity,2035_BAT_Biomass_0CCS,9.30080653271587
Salar de Centenario,Water scarcity,2035_BAT_Biomass_0CCS,4.075745328468335
Salar de Olaroz,Water scarcity,2035_BAT_Biomass_0CCS,1.9295194300736298
Kachi,Water scarcity,2035_BAT_Biomass_0CCS,5.5534791969908355
Fenix,Water scarcity,2035_BAT_Biomass_0CCS,3.7639155582697805
Salar de Cauchari-Olaroz,Water scarcity,2035_BAT_Biomass_0CCS,1.5649002481559298
Salar de Tolillar,Water scarcity,2035_BAT_Biomass_0CCS,3.4284320430230006
Maricunga,Climate change,2035_BAT_NG_0CCS,5.187400428591748
Tres Quebradas,Climate change,2035_BAT_NG_0CCS,4.125926835693412
Salar de Pastos Grandes,Climate change,2035_BAT_NG_0CCS,11.597807065734784
Salar de Arizaro,Climate change,2035_BAT_NG_0CCS,40.145595018248464
Upper Rhine Graben,Climate change,2035_BAT_NG_0CCS,3.1788549940599244
East Taijinar,Climate change,2035_BAT_NG_0CCS,13.490837380608205
Silver Peak,Climate change,2035_BAT_NG_0CCS,1.9511529466423705
Salar del Rincon,Climate change,2035_BAT_NG_0CCS,16.902908352118935
Salar del Hombre Muerto North,Climate change,2035_BAT_NG_0CCS,8.970473840698968
Zhabuye,Climate change,2035_BAT_NG_0CCS,3.014888123184819
Salar de Atacama,Climate change,2035_BAT_NG_0CCS,3.0713999905611282
Chaerhan,Climate change,2035_BAT_NG_0CCS,23.42763402553507
Sal de los Angeles,Climate change,2035_BAT_NG_0CCS,29.510359799379092
Sal de Vida,Climate change,2035_BAT_NG_0CCS,3.503820392945584
Pozuelos,Climate change,2035_BAT_NG_0CCS,20.676894670187295
Lakkor Tso,Climate change,2035_BAT_NG_0CCS,30.473419145935644
Salar de Uyuni,Climate change,2035_BAT_NG_0CCS,23.42719986013897
Qinghai Yiliping,Climate change,2035_BAT_NG_0CCS,22.500458061189327
Salar de Centenario,Climate change,2035_BAT_NG_0CCS,21.64654933593972
Salar de Olaroz,Climate change,2035_BAT_NG_0CCS,2.9995878524498436
Kachi,Climate change,2035_BAT_NG_0CCS,30.285564071435413
Fenix,Climate change,2035_BAT_NG_0CCS,22.086809442913754
Salar de Cauchari-Olaroz,Climate change,2035_BAT_NG_0CCS,6.899075907672186
Salar de Tolillar,Climate change,2035_BAT_NG_0CCS,30.481806160154072
Maricunga,Water scarcity,2035_BAT_NG_0CCS,15.820007946106687
Tres Quebradas,Water scarcity,2035_BAT_NG_0CCS,7.44314137790481
Salar de Pastos Grandes,Water scarcity,2035_BAT_NG_0CCS,10.113218974866792
Salar de Arizaro,Water scarcity,2035_BAT_NG_0CCS,8.190848922697729
Upper Rhine Graben,Water scarcity,2035_BAT_NG_0CCS,0.8982450751616005
East Taijinar,Water scarcity,2035_BAT_NG_0CCS,6.5755235673463295
Silver Peak,Water scarcity,2035_BAT_NG_0CCS,3.458868766430288
Salar del Rincon,Water scarcity,2035_BAT_NG_0CCS,35.30617177582998
Salar del Hombre Muerto North,Water scarcity,2035_BAT_NG_0CCS,1.5626779234338364
Zhabuye,Water scarcity,2035_BAT_NG_0CCS,3.348993562743549
Salar de Atacama,Water scarcity,2035_BAT_NG_0CCS,5.42250461456744
Chaerhan,Water scarcity,2035_BAT_NG_0CCS,6.88439237957152
Sal de los Angeles,Water scarcity,2035_BAT_NG_0CCS,4.716508202242233
Sal de Vida,Water scarcity,2035_BAT_NG_0CCS,0.4302019648107015
Pozuelos,Water scarcity,2035_BAT_NG_0CCS,15.53357081078111
Lakkor Tso,Water scarcity,2035_BAT_NG_0CCS,10.377800583531853
Salar de Uyuni,Water scarcity,2035_BAT_NG_0CCS,6.6845421231986695
Qinghai Yiliping,Water scarcity,2035_BAT_NG_0CCS,9.282665467355335
